date,category,avg_monthly_searches
2026-03-01,uncategorized,1345240.0
2026-03-01,branded,781400.0
2026-03-01,generic_work_boots,429300.0
2026-03-01,workwear_adjacency,74780.0
2026-03-01,trade_specific,28660.0
2026-03-01,feature_use_case,28620.0
2026-03-01,consideration,2480.0
